0.01;0.00040032+0.020004j
0.010069;0.0004059+0.020143j
0.010139;0.00041156+0.020283j
0.01021;0.00041729+0.020423j
0.01028;0.00042311+0.020565j
0.010352;0.000429+0.020708j
0.010424;0.00043498+0.020852j
0.010496;0.00044105+0.020996j
0.010569;0.00044719+0.021142j
0.010642;0.00045343+0.021289j
0.010716;0.00045975+0.021437j
0.01079;0.00046616+0.021586j
0.010865;0.00047265+0.021735j
0.010941;0.00047924+0.021886j
0.011016;0.00048592+0.022038j
0.011093;0.00049269+0.022191j
0.01117;0.00049956+0.022345j
0.011247;0.00050653+0.0225j
0.011325;0.00051359+0.022657j
0.011404;0.00052075+0.022814j
0.011483;0.00052801+0.022972j
0.011563;0.00053537+0.023132j
0.011643;0.00054283+0.023292j
0.011724;0.0005504+0.023454j
0.011805;0.00055807+0.023617j
0.011887;0.00056585+0.023781j
0.01197;0.00057374+0.023946j
0.012053;0.00058174+0.024112j
0.012136;0.00058985+0.02428j
0.01222;0.00059807+0.024448j
0.012305;0.00060641+0.024618j
0.012391;0.00061486+0.024789j
0.012477;0.00062344+0.024961j
0.012563;0.00063213+0.025134j
0.01265;0.00064094+0.025309j
0.012738;0.00064988+0.025484j
0.012826;0.00065894+0.025661j
0.012915;0.00066813+0.02584j
0.013005;0.00067745+0.026019j
0.013095;0.00068689+0.0262j
0.013186;0.00069647+0.026382j
0.013278;0.00070619+0.026565j
0.01337;0.00071603+0.026749j
0.013463;0.00072602+0.026935j
0.013556;0.00073614+0.027122j
0.01365;0.00074641+0.02731j
0.013745;0.00075682+0.0275j
0.01384;0.00076738+0.027691j
0.013936;0.00077808+0.027883j
0.014033;0.00078893+0.028077j
0.01413;0.00079993+0.028272j
0.014228;0.00081109+0.028468j
0.014327;0.0008224+0.028666j
0.014426;0.00083388+0.028865j
0.014527;0.00084551+0.029065j
0.014627;0.0008573+0.029267j
0.014729;0.00086926+0.02947j
0.014831;0.00088139+0.029675j
0.014934;0.00089368+0.029881j
0.015038;0.00090615+0.030089j
0.015142;0.00091879+0.030298j
0.015247;0.00093161+0.030508j
0.015353;0.00094461+0.03072j
0.015459;0.00095779+0.030933j
0.015567;0.00097115+0.031148j
0.015675;0.0009847+0.031364j
0.015783;0.00099844+0.031582j
0.015893;0.0010124+0.031802j
0.016003;0.0010265+0.032023j
0.016114;0.0010408+0.032245j
0.016226;0.0010553+0.032469j
0.016339;0.0010701+0.032694j
0.016452;0.001085+0.032922j
0.016566;0.0011001+0.03315j
0.016681;0.0011155+0.033381j
0.016797;0.0011311+0.033612j
0.016913;0.0011469+0.033846j
0.017031;0.0011629+0.034081j
0.017149;0.0011791+0.034318j
0.017268;0.0011956+0.034556j
0.017388;0.0012122+0.034796j
0.017508;0.0012292+0.035038j
0.01763;0.0012463+0.035281j
0.017752;0.0012637+0.035526j
0.017875;0.0012814+0.035773j
0.017999;0.0012993+0.036022j
0.018124;0.0013174+0.036272j
0.01825;0.0013358+0.036524j
0.018377;0.0013544+0.036778j
0.018504;0.0013734+0.037033j
0.018632;0.0013925+0.037291j
0.018762;0.001412+0.03755j
0.018892;0.0014317+0.037811j
0.019023;0.0014517+0.038073j
0.019155;0.001472+0.038338j
0.019288;0.0014925+0.038604j
0.019422;0.0015134+0.038873j
0.019557;0.0015345+0.039143j
0.019692;0.0015559+0.039415j
0.019829;0.0015777+0.039689j
0.019966;0.0015997+0.039965j
0.020105;0.0016221+0.040242j
